table,name,description_en,description_es
covered_recipient_profile,license_state_1,"Two-letter state abbreviation of the professional license, license 1 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 1 de 5"
covered_recipient_profile,license_state_2,"Two-letter state abbreviation of the professional license, license 2 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 2 de 5"
covered_recipient_profile,license_state_3,"Two-letter state abbreviation of the professional license, license 3 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 3 de 5"
covered_recipient_profile,license_state_4,"Two-letter state abbreviation of the professional license, license 4 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 4 de 5"
covered_recipient_profile,license_state_5,"Two-letter state abbreviation of the professional license, license 5 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 5 de 5"
teaching_hospital_profile,teaching_hospital_ccn,CMS Certification Number (CCN) of the teaching hospital,CMS Certification Number (CCN) del hospital universitario
teaching_hospital_profile,name,"Name of the teaching hospital, as listed in the CMS teaching hospital list","Nombre del hospital universitario, según la lista de hospitales universitarios del CMS"
teaching_hospital_profile,address_line_1,First line of the teaching hospital street address,Primera línea de la dirección del hospital universitario
teaching_hospital_profile,address_line_2,Second line of the teaching hospital street address,Segunda línea de la dirección del hospital universitario
teaching_hospital_profile,city,City of the teaching hospital,Ciudad del hospital universitario
teaching_hospital_profile,state,Two-letter state abbreviation of the teaching hospital,Sigla de dos letras del estado del hospital universitario
teaching_hospital_profile,zip_code,ZIP code of the teaching hospital,Código postal del hospital universitario
teaching_hospital_profile,alternate_name_1,"Alternate name under which the teaching hospital is also recorded, name 1 of 5","Nombre alternativo bajo el cual el hospital universitario también está registrado, nombre 1 de 5"
teaching_hospital_profile,alternate_name_2,"Alternate name under which the teaching hospital is also recorded, name 2 of 5","Nombre alternativo bajo el cual el hospital universitario también está registrado, nombre 2 de 5"
teaching_hospital_profile,alternate_name_3,"Alternate name under which the teaching hospital is also recorded, name 3 of 5","Nombre alternativo bajo el cual el hospital universitario también está registrado, nombre 3 de 5"
teaching_hospital_profile,alternate_name_4,"Alternate name under which the teaching hospital is also recorded, name 4 of 5","Nombre alternativo bajo el cual el hospital universitario también está registrado, nombre 4 de 5"
teaching_hospital_profile,alternate_name_5,"Alternate name under which the teaching hospital is also recorded, name 5 of 5","Nombre alternativo bajo el cual el hospital universitario también está registrado, nombre 5 de 5"
reporting_entity_profile,reporting_entity_id,Unique identifier of the applicable manufacturer or GPO that reported the payment,Identificador único del fabricante o GPO que declaró el pago
reporting_entity_profile,name,Name of the applicable manufacturer or GPO,Nombre del fabricante o GPO declarante
reporting_entity_profile,state,Two-letter state abbreviation of the applicable manufacturer or GPO,Sigla de dos letras del estado del fabricante o GPO declarante
reporting_entity_profile,country,Country of the applicable manufacturer or GPO,País del fabricante o GPO declarante
reporting_entity_profile,alternate_name_1,"Alternate name under which the manufacturer or GPO is also recorded, name 1 of 5","Nombre alternativo bajo el cual el fabricante o GPO también está registrado, nombre 1 de 5"
reporting_entity_profile,alternate_name_2,"Alternate name under which the manufacturer or GPO is also recorded, name 2 of 5","Nombre alternativo bajo el cual el fabricante o GPO también está registrado, nombre 2 de 5"
reporting_entity_profile,alternate_name_3,"Alternate name under which the manufacturer or GPO is also recorded, name 3 of 5","Nombre alternativo bajo el cual el fabricante o GPO también está registrado, nombre 3 de 5"
reporting_entity_profile,alternate_name_4,"Alternate name under which the manufacturer or GPO is also recorded, name 4 of 5","Nombre alternativo bajo el cual el fabricante o GPO también está registrado, nombre 4 de 5"
reporting_entity_profile,alternate_name_5,"Alternate name under which the manufacturer or GPO is also recorded, name 5 of 5","Nombre alternativo bajo el cual el fabricante o GPO también está registrado, nombre 5 de 5"
provider_profile_mapping,primary_profile_id,"Primary provider profile identifier, into which secondary profiles are consolidated","Identificador de perfil principal del prestador, en el cual se consolidan los perfiles secundarios"
provider_profile_mapping,secondary_profile_id,"Secondary provider profile identifier, which resolves to the primary profile","Identificador de perfil secundario del prestador, que remite al perfil principal"
summary_by_recipient_nature,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_by_recipient_nature,covered_recipient_npi,National Provider Identifier (NPI) of the covered recipient physician or non-physician practitioner,National Provider Identifier (NPI) del médico o profesional no médico
summary_by_recipient_nature,recipient_id,Recipient identifier: the practitioner profile identifier or the teaching hospital CCN,Identificador del beneficiario: perfil del profesional o CCN del hospital universitario
summary_by_recipient_nature,recipient_type,"Type of recipient: physician, non-physician practitioner or teaching hospital","Tipo de beneficiario: médico, profesional no médico u hospital universitario"
summary_by_recipient_nature,first_name,First name of the recipient practitioner,Primer nombre del profesional beneficiario
summary_by_recipient_nature,middle_name,Middle name of the recipient practitioner,Segundo nombre del profesional beneficiario
summary_by_recipient_nature,last_name,Last name of the recipient practitioner,Apellido del profesional beneficiario
summary_by_recipient_nature,teaching_hospital_name,"Name of the teaching hospital, as listed in the CMS teaching hospital list","Nombre del hospital universitario, según la lista de hospitales universitarios del CMS"
summary_by_recipient_nature,payment_nature_code,Code of the nature of the payment or other transfer of value,Código de la naturaleza del pago o transferencia de valor
summary_by_recipient_nature,transaction_count,Number of transactions aggregated in the record,Cantidad de transacciones agregadas en el registro
summary_by_recipient_nature,amount_total,"Total amount aggregated in the record, in US dollars","Monto total agregado en el registro, en dólares estadounidenses"
summary_by_recipient_entity,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_by_recipient_entity,covered_recipient_npi,National Provider Identifier (NPI) of the covered recipient physician or non-physician practitioner,National Provider Identifier (NPI) del médico o profesional no médico
summary_by_recipient_entity,reporting_entity_id,Unique identifier of the applicable manufacturer or GPO that reported the payment,Identificador único del fabricante o GPO que declaró el pago
summary_by_recipient_entity,recipient_id,Recipient identifier: the practitioner profile identifier or the teaching hospital CCN,Identificador del beneficiario: perfil del profesional o CCN del hospital universitario
summary_by_recipient_entity,recipient_type,"Type of recipient: physician, non-physician practitioner or teaching hospital","Tipo de beneficiario: médico, profesional no médico u hospital universitario"
summary_by_recipient_entity,first_name,First name of the recipient practitioner,Primer nombre del profesional beneficiario
summary_by_recipient_entity,middle_name,Middle name of the recipient practitioner,Segundo nombre del profesional beneficiario
summary_by_recipient_entity,last_name,Last name of the recipient practitioner,Apellido del profesional beneficiario
summary_by_recipient_entity,teaching_hospital_name,"Name of the teaching hospital, as listed in the CMS teaching hospital list","Nombre del hospital universitario, según la lista de hospitales universitarios del CMS"
summary_by_recipient_entity,payment_type,"Payment category aggregated: general, research or ownership","Categoría de pago agregada: general, investigación o participación societaria"
summary_by_recipient_entity,reporting_entity_name,Name of the applicable manufacturer or GPO making the payment,Nombre del fabricante o GPO que efectuó el pago
summary_by_recipient_entity,transaction_count,Number of transactions aggregated in the record,Cantidad de transacciones agregadas en el registro
summary_by_recipient_entity,amount_total,"Total amount aggregated in the record, in US dollars","Monto total agregado en el registro, en dólares estadounidenses"
summary_by_entity_nature,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_by_entity_nature,reporting_entity_id,Unique identifier of the applicable manufacturer or GPO that reported the payment,Identificador único del fabricante o GPO que declaró el pago
summary_by_entity_nature,payment_nature_code,Code of the nature of the payment or other transfer of value,Código de la naturaleza del pago o transferencia de valor
summary_by_entity_nature,transaction_count,Number of transactions aggregated in the record,Cantidad de transacciones agregadas en el registro
summary_by_entity_nature,amount_total,"Total amount aggregated in the record, in US dollars","Monto total agregado en el registro, en dólares estadounidenses"
summary_by_entity_nature,reporting_entity_name,Name of the applicable manufacturer or GPO making the payment,Nombre del fabricante o GPO que efectuó el pago
summary_by_entity_recipient_nature,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_by_entity_recipient_nature,reporting_entity_id,Unique identifier of the applicable manufacturer or GPO that reported the payment,Identificador único del fabricante o GPO que declaró el pago
summary_by_entity_recipient_nature,recipient_id,Recipient identifier: the practitioner profile identifier or the teaching hospital CCN,Identificador del beneficiario: perfil del profesional o CCN del hospital universitario
summary_by_entity_recipient_nature,recipient_type,"Type of recipient: physician, non-physician practitioner or teaching hospital","Tipo de beneficiario: médico, profesional no médico u hospital universitario"
summary_by_entity_recipient_nature,payment_nature_code,Code of the nature of the payment or other transfer of value,Código de la naturaleza del pago o transferencia de valor
summary_by_entity_recipient_nature,transaction_count,Number of transactions aggregated in the record,Cantidad de transacciones agregadas en el registro
summary_by_entity_recipient_nature,amount_total,"Total amount aggregated in the record, in US dollars","Monto total agregado en el registro, en dólares estadounidenses"
summary_by_entity_recipient_nature,recipient_name,Name of the recipient aggregated in the record,Nombre del beneficiario agregado en el registro
summary_by_entity_recipient_nature,reporting_entity_name,Name of the applicable manufacturer or GPO making the payment,Nombre del fabricante o GPO que efectuó el pago
summary_state_by_nature,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_state_by_nature,country_code,Country code of the recipient,Código del país del beneficiario
summary_state_by_nature,country_name,Country name of the recipient,Nombre del país del beneficiario
summary_state_by_nature,state_code,Two-letter state abbreviation of the recipient,Sigla de dos letras del estado del beneficiario
summary_state_by_nature,state_name,State name of the recipient,Nombre del estado del beneficiario
summary_state_by_nature,payment_nature,Nature of the payment or other transfer of value,Naturaleza del pago o transferencia de valor
summary_state_by_nature,recipient_type,"Type of recipient: physician, non-physician practitioner or teaching hospital","Tipo de beneficiario: médico, profesional no médico u hospital universitario"
summary_state_by_nature,physician_count,Number of distinct physicians that received payments,Cantidad de médicos distintos que recibieron pagos
summary_state_by_nature,non_physician_practitioner_count,Number of distinct non-physician practitioners that received payments,Cantidad de profesionales no médicos distintos que recibieron pagos
summary_state_by_nature,teaching_hospital_count,Number of distinct teaching hospitals that received payments,Cantidad de hospitales universitarios distintos que recibieron pagos
summary_state_by_nature,payment_amount_total_physician,"Total amount paid to physicians, in US dollars","Monto total pagado a médicos, en dólares estadounidenses"
summary_state_by_nature,payment_amount_total_non_physician_practitioner,"Total amount paid to non-physician practitioners, in US dollars","Monto total pagado a profesionales no médicos, en dólares estadounidenses"
summary_state_by_nature,payment_amount_total_teaching_hospital,"Total amount paid to teaching hospitals, in US dollars","Monto total pagado a hospitales universitarios, en dólares estadounidenses"
summary_state_by_nature,payment_amount_mean_physician,"Mean amount paid to physicians, in US dollars","Monto medio pagado a médicos, en dólares estadounidenses"
summary_state_by_nature,payment_amount_mean_non_physician_practitioner,"Mean amount paid to non-physician practitioners, in US dollars","Monto medio pagado a profesionales no médicos, en dólares estadounidenses"
summary_state_by_nature,payment_amount_mean_teaching_hospital,"Mean amount paid to teaching hospitals, in US dollars","Monto medio pagado a hospitales universitarios, en dólares estadounidenses"
summary_state_by_nature,payment_amount_median_physician,"Median amount paid to physicians, in US dollars","Monto mediano pagado a médicos, en dólares estadounidenses"
summary_state_by_nature,payment_amount_median_non_physician_practitioner,"Median amount paid to non-physician practitioners, in US dollars","Monto mediano pagado a profesionales no médicos, en dólares estadounidenses"
summary_state_by_nature,payment_amount_median_teaching_hospital,"Median amount paid to teaching hospitals, in US dollars","Monto mediano pagado a hospitales universitarios, en dólares estadounidenses"
summary_state_by_nature,payment_count_total_physician,Total number of payments to physicians,Cantidad total de pagos a médicos
summary_state_by_nature,payment_count_total_non_physician_practitioner,Total number of payments to non-physician practitioners,Cantidad total de pagos a profesionales no médicos
summary_state_by_nature,payment_count_total_teaching_hospital,Total number of payments to teaching hospitals,Cantidad total de pagos a hospitales universitarios
summary_state_by_nature,payment_count_mean_physician,Mean number of payments per recipient among physicians,Cantidad media de pagos por beneficiario entre médicos
summary_state_by_nature,payment_count_mean_non_physician_practitioner,Mean number of payments per recipient among non-physician practitioners,Cantidad media de pagos por beneficiario entre profesionales no médicos
summary_state_by_nature,payment_count_mean_teaching_hospital,Mean number of payments per recipient among teaching hospitals,Cantidad media de pagos por beneficiario entre hospitales universitarios
summary_state_by_nature,payment_count_median_physician,Median number of payments per recipient among physicians,Cantidad mediana de pagos por beneficiario entre médicos
summary_state_by_nature,payment_count_median_non_physician_practitioner,Median number of payments per recipient among non-physician practitioners,Cantidad mediana de pagos por beneficiario entre profesionales no médicos
summary_state_by_nature,payment_count_median_teaching_hospital,Median number of payments per recipient among teaching hospitals,Cantidad mediana de pagos por beneficiario entre hospitales universitarios
summary_national,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_national,metric_level,Aggregation level of the metric,Nivel de agregación de la métrica
summary_national,payment_type,"Payment category aggregated: general, research or ownership","Categoría de pago agregada: general, investigación o participación societaria"
summary_national,recipient_type,"Type of recipient: physician, non-physician practitioner or teaching hospital","Tipo de beneficiario: médico, profesional no médico u hospital universitario"
summary_national,physician_count,Number of distinct physicians that received payments,Cantidad de médicos distintos que recibieron pagos
summary_national,non_physician_practitioner_count,Number of distinct non-physician practitioners that received payments,Cantidad de profesionales no médicos distintos que recibieron pagos
summary_national,payment_amount_total_physician,"Total amount paid to physicians, in US dollars","Monto total pagado a médicos, en dólares estadounidenses"
summary_national,payment_amount_total_non_physician_practitioner,"Total amount paid to non-physician practitioners, in US dollars","Monto total pagado a profesionales no médicos, en dólares estadounidenses"
summary_national,payment_amount_mean_physician,"Mean amount paid to physicians, in US dollars","Monto medio pagado a médicos, en dólares estadounidenses"
summary_national,payment_amount_mean_non_physician_practitioner,"Mean amount paid to non-physician practitioners, in US dollars","Monto medio pagado a profesionales no médicos, en dólares estadounidenses"
summary_national,payment_amount_median_physician,"Median amount paid to physicians, in US dollars","Monto mediano pagado a médicos, en dólares estadounidenses"
summary_national,payment_amount_median_non_physician_practitioner,"Median amount paid to non-physician practitioners, in US dollars","Monto mediano pagado a profesionales no médicos, en dólares estadounidenses"
summary_national,payment_count_total_physician,Total number of payments to physicians,Cantidad total de pagos a médicos
summary_national,payment_count_total_non_physician_practitioner,Total number of payments to non-physician practitioners,Cantidad total de pagos a profesionales no médicos
summary_national,payment_count_mean_physician,Mean number of payments per recipient among physicians,Cantidad media de pagos por beneficiario entre médicos
summary_national,payment_count_mean_non_physician_practitioner,Mean number of payments per recipient among non-physician practitioners,Cantidad media de pagos por beneficiario entre profesionales no médicos
summary_national,payment_count_median_physician,Median number of payments per recipient among physicians,Cantidad mediana de pagos por beneficiario entre médicos
summary_national,payment_count_median_non_physician_practitioner,Median number of payments per recipient among non-physician practitioners,Cantidad mediana de pagos por beneficiario entre profesionales no médicos
summary_national_by_specialty,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_national_by_specialty,payment_type,"Payment category aggregated: general, research or ownership","Categoría de pago agregada: general, investigación o participación societaria"
summary_national_by_specialty,recipient_type,"Type of recipient: physician, non-physician practitioner or teaching hospital","Tipo de beneficiario: médico, profesional no médico u hospital universitario"
summary_national_by_specialty,taxonomy_code,Provider taxonomy code identifying the aggregated specialty,Código de taxonomía de prestador que identifica la especialidad agregada
summary_national_by_specialty,provider_type_description,Description of the provider grouping in the taxonomy,Descripción del grupo de prestadores en la taxonomía
summary_national_by_specialty,classification,Classification of the specialty within the provider taxonomy,Clasificación de la especialidad en la taxonomía de prestadores
summary_national_by_specialty,specialization,Specialization within the provider taxonomy classification,Especialización dentro de la clasificación de la taxonomía de prestadores
summary_national_by_specialty,physician_count,Number of distinct physicians that received payments,Cantidad de médicos distintos que recibieron pagos
summary_national_by_specialty,non_physician_practitioner_count,Number of distinct non-physician practitioners that received payments,Cantidad de profesionales no médicos distintos que recibieron pagos
summary_national_by_specialty,payment_amount_total_physician,"Total amount paid to physicians, in US dollars","Monto total pagado a médicos, en dólares estadounidenses"
summary_national_by_specialty,payment_amount_total_non_physician_practitioner,"Total amount paid to non-physician practitioners, in US dollars","Monto total pagado a profesionales no médicos, en dólares estadounidenses"
summary_national_by_specialty,payment_amount_mean_physician,"Mean amount paid to physicians, in US dollars","Monto medio pagado a médicos, en dólares estadounidenses"
summary_national_by_specialty,payment_amount_mean_non_physician_practitioner,"Mean amount paid to non-physician practitioners, in US dollars","Monto medio pagado a profesionales no médicos, en dólares estadounidenses"
summary_national_by_specialty,payment_amount_median_physician,"Median amount paid to physicians, in US dollars","Monto mediano pagado a médicos, en dólares estadounidenses"
summary_national_by_specialty,payment_amount_median_non_physician_practitioner,"Median amount paid to non-physician practitioners, in US dollars","Monto mediano pagado a profesionales no médicos, en dólares estadounidenses"
summary_national_by_specialty,payment_count_total_physician,Total number of payments to physicians,Cantidad total de pagos a médicos
summary_national_by_specialty,payment_count_total_non_physician_practitioner,Total number of payments to non-physician practitioners,Cantidad total de pagos a profesionales no médicos
summary_national_by_specialty,payment_count_mean_physician,Mean number of payments per recipient among physicians,Cantidad media de pagos por beneficiario entre médicos
summary_national_by_specialty,payment_count_mean_non_physician_practitioner,Mean number of payments per recipient among non-physician practitioners,Cantidad media de pagos por beneficiario entre profesionales no médicos
summary_national_by_specialty,payment_count_median_physician,Median number of payments per recipient among physicians,Cantidad mediana de pagos por beneficiario entre médicos
summary_national_by_specialty,payment_count_median_non_physician_practitioner,Median number of payments per recipient among non-physician practitioners,Cantidad mediana de pagos por beneficiario entre profesionales no médicos
summary_state,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_state,country_code,Country code of the recipient,Código del país del beneficiario
summary_state,country_name,Country name of the recipient,Nombre del país del beneficiario
summary_state,state_code,Two-letter state abbreviation of the recipient,Sigla de dos letras del estado del beneficiario
summary_state,state_name,State name of the recipient,Nombre del estado del beneficiario
summary_state,payment_type,"Payment category aggregated: general, research or ownership","Categoría de pago agregada: general, investigación o participación societaria"
summary_state,recipient_type,"Type of recipient: physician, non-physician practitioner or teaching hospital","Tipo de beneficiario: médico, profesional no médico u hospital universitario"
summary_state,physician_count,Number of distinct physicians that received payments,Cantidad de médicos distintos que recibieron pagos
summary_state,non_physician_practitioner_count,Number of distinct non-physician practitioners that received payments,Cantidad de profesionales no médicos distintos que recibieron pagos
summary_state,teaching_hospital_count,Number of distinct teaching hospitals that received payments,Cantidad de hospitales universitarios distintos que recibieron pagos
summary_state,payment_amount_total_physician,"Total amount paid to physicians, in US dollars","Monto total pagado a médicos, en dólares estadounidenses"
summary_state,payment_amount_total_non_physician_practitioner,"Total amount paid to non-physician practitioners, in US dollars","Monto total pagado a profesionales no médicos, en dólares estadounidenses"
summary_state,payment_amount_total_teaching_hospital,"Total amount paid to teaching hospitals, in US dollars","Monto total pagado a hospitales universitarios, en dólares estadounidenses"
summary_state,payment_amount_mean_physician,"Mean amount paid to physicians, in US dollars","Monto medio pagado a médicos, en dólares estadounidenses"
summary_state,payment_amount_mean_non_physician_practitioner,"Mean amount paid to non-physician practitioners, in US dollars","Monto medio pagado a profesionales no médicos, en dólares estadounidenses"
summary_state,payment_amount_mean_teaching_hospital,"Mean amount paid to teaching hospitals, in US dollars","Monto medio pagado a hospitales universitarios, en dólares estadounidenses"
summary_state,payment_amount_median_physician,"Median amount paid to physicians, in US dollars","Monto mediano pagado a médicos, en dólares estadounidenses"
summary_state,payment_amount_median_non_physician_practitioner,"Median amount paid to non-physician practitioners, in US dollars","Monto mediano pagado a profesionales no médicos, en dólares estadounidenses"
summary_state,payment_amount_median_teaching_hospital,"Median amount paid to teaching hospitals, in US dollars","Monto mediano pagado a hospitales universitarios, en dólares estadounidenses"
summary_state,payment_count_total_physician,Total number of payments to physicians,Cantidad total de pagos a médicos
summary_state,payment_count_total_non_physician_practitioner,Total number of payments to non-physician practitioners,Cantidad total de pagos a profesionales no médicos
summary_state,payment_count_total_teaching_hospital,Total number of payments to teaching hospitals,Cantidad total de pagos a hospitales universitarios
summary_state,payment_count_mean_physician,Mean number of payments per recipient among physicians,Cantidad media de pagos por beneficiario entre médicos
summary_state,payment_count_mean_non_physician_practitioner,Mean number of payments per recipient among non-physician practitioners,Cantidad media de pagos por beneficiario entre profesionales no médicos
summary_state,payment_count_mean_teaching_hospital,Mean number of payments per recipient among teaching hospitals,Cantidad media de pagos por beneficiario entre hospitales universitarios
summary_state,payment_count_median_physician,Median number of payments per recipient among physicians,Cantidad mediana de pagos por beneficiario entre médicos
summary_state,payment_count_median_non_physician_practitioner,Median number of payments per recipient among non-physician practitioners,Cantidad mediana de pagos por beneficiario entre profesionales no médicos
summary_state,payment_count_median_teaching_hospital,Median number of payments per recipient among teaching hospitals,Cantidad mediana de pagos por beneficiario entre hospitales universitarios
summary_teaching_hospital,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_teaching_hospital,teaching_hospital_ccn,CMS Certification Number (CCN) of the teaching hospital,CMS Certification Number (CCN) del hospital universitario
summary_teaching_hospital,teaching_hospital_name,"Name of the teaching hospital, as listed in the CMS teaching hospital list","Nombre del hospital universitario, según la lista de hospitales universitarios del CMS"
summary_teaching_hospital,address_line_1,First line of the teaching hospital street address,Primera línea de la dirección del hospital universitario
summary_teaching_hospital,address_line_2,Second line of the teaching hospital street address,Segunda línea de la dirección del hospital universitario
summary_teaching_hospital,city,City of the teaching hospital,Ciudad del hospital universitario
summary_teaching_hospital,state,Two-letter state abbreviation of the teaching hospital,Sigla de dos letras del estado del hospital universitario
summary_teaching_hospital,zip_code,ZIP code of the teaching hospital,Código postal del hospital universitario
summary_teaching_hospital,general_payment_amount_total,"Total amount of general payments, in US dollars","Monto total de pagos generales, en dólares estadounidenses"
summary_teaching_hospital,research_payment_amount_total,"Total amount of research payments, in US dollars","Monto total de pagos de investigación, en dólares estadounidenses"
summary_teaching_hospital,general_transaction_count,Number of general payment transactions,Cantidad de transacciones de pago general
summary_teaching_hospital,research_transaction_count,Number of research payment transactions,Cantidad de transacciones de pago de investigación
summary_teaching_hospital,disputed_transaction_count,Number of transactions disputed by the recipient,Cantidad de transacciones disputadas por el beneficiario
summary_teaching_hospital,undisputed_transaction_count,Number of undisputed transactions,Cantidad de transacciones no disputadas
summary_reporting_entity,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_reporting_entity,reporting_entity_id,Unique identifier of the applicable manufacturer or GPO that reported the payment,Identificador único del fabricante o GPO que declaró el pago
summary_reporting_entity,reporting_entity_name,Name of the applicable manufacturer or GPO making the payment,Nombre del fabricante o GPO que efectuó el pago
summary_reporting_entity,reporting_entity_state,Two-letter state abbreviation of the applicable manufacturer or GPO making the payment,Sigla de dos letras del estado del fabricante o GPO que efectuó el pago
summary_reporting_entity,reporting_entity_country,Country of the applicable manufacturer or GPO making the payment,País del fabricante o GPO que efectuó el pago
summary_reporting_entity,general_payment_amount_total,"Total amount of general payments, in US dollars","Monto total de pagos generales, en dólares estadounidenses"
summary_reporting_entity,research_payment_amount_total,"Total amount of research payments, in US dollars","Monto total de pagos de investigación, en dólares estadounidenses"
summary_reporting_entity,ownership_amount_invested_total,"Total amount invested in ownership or investment interest, in US dollars","Monto total invertido en participación societaria, en dólares estadounidenses"
summary_reporting_entity,ownership_interest_value_total,"Total value of the ownership or investment interest held, in US dollars","Valor total de la participación societaria mantenida, en dólares estadounidenses"
summary_reporting_entity,general_transaction_count,Number of general payment transactions,Cantidad de transacciones de pago general
summary_reporting_entity,general_transaction_count_physician,Number of general payment transactions with physicians,Cantidad de transacciones de pago general con médicos
summary_reporting_entity,general_transaction_count_non_physician_practitioner,Number of general payment transactions with non-physician practitioners,Cantidad de transacciones de pago general con profesionales no médicos
summary_reporting_entity,general_transaction_count_teaching_hospital,Number of general payment transactions with teaching hospitals,Cantidad de transacciones de pago general con hospitales universitarios
summary_reporting_entity,research_transaction_count,Number of research payment transactions,Cantidad de transacciones de pago de investigación
summary_reporting_entity,research_transaction_count_physician,Number of research payment transactions with physicians,Cantidad de transacciones de pago de investigación con médicos
summary_reporting_entity,research_transaction_count_non_physician_practitioner,Number of research payment transactions with non-physician practitioners,Cantidad de transacciones de pago de investigación con profesionales no médicos
summary_reporting_entity,research_transaction_count_teaching_hospital,Number of research payment transactions with teaching hospitals,Cantidad de transacciones de pago de investigación con hospitales universitarios
summary_reporting_entity,ownership_invested_transaction_count,Number of ownership investment records,Cantidad de registros de inversión en participación societaria
summary_reporting_entity,disputed_transaction_count,Number of transactions disputed by the recipient,Cantidad de transacciones disputadas por el beneficiario
summary_reporting_entity,undisputed_transaction_count,Number of undisputed transactions,Cantidad de transacciones no disputadas
summary_physician,year,Program year the record refers to,Año del programa al que se refiere el registro
summary_physician,covered_recipient_profile_id,Unique identifier of the covered recipient physician or non-physician practitioner profile,Identificador único del perfil del médico o profesional no médico que recibió el pago
summary_physician,covered_recipient_npi,National Provider Identifier (NPI) of the covered recipient physician or non-physician practitioner,National Provider Identifier (NPI) del médico o profesional no médico
summary_physician,profile_type,Type of profile: physician or non-physician practitioner,Tipo de perfil: médico o profesional no médico
summary_physician,first_name,First name of the practitioner as listed in the CMS master provider list,Primer nombre del profesional según la lista maestra de prestadores del CMS
summary_physician,middle_name,Middle name of the practitioner as listed in the CMS master provider list,Segundo nombre del profesional según la lista maestra de prestadores del CMS
summary_physician,last_name,Last name of the practitioner as listed in the CMS master provider list,Apellido del profesional según la lista maestra de prestadores del CMS
summary_physician,name_suffix,Name suffix of the practitioner as listed in the CMS master provider list,Sufijo del nombre del profesional según la lista maestra de prestadores del CMS
summary_physician,alternate_first_name,Alternate first name of the practitioner recorded in the master provider list,Primer nombre alternativo del profesional registrado en la lista maestra de prestadores
summary_physician,alternate_middle_name,Alternate middle name of the practitioner recorded in the master provider list,Segundo nombre alternativo del profesional registrado en la lista maestra de prestadores
summary_physician,alternate_last_name,Alternate last name of the practitioner recorded in the master provider list,Apellido alternativo del profesional registrado en la lista maestra de prestadores
summary_physician,alternate_name_suffix,Alternate name suffix of the practitioner recorded in the master provider list,Sufijo alternativo del nombre del profesional registrado en la lista maestra de prestadores
summary_physician,address_line_1,First line of the practitioner business practice location address from the master provider list,Primera línea de la dirección de práctica del profesional según la lista maestra de prestadores
summary_physician,address_line_2,Second line of the practitioner business practice location address from the master provider list,Segunda línea de la dirección de práctica del profesional según la lista maestra de prestadores
summary_physician,city,City of the practitioner business practice location from the master provider list,Ciudad de la dirección de práctica del profesional según la lista maestra de prestadores
summary_physician,state,Two-letter state abbreviation of the practitioner business practice location,Sigla de dos letras del estado de la dirección de práctica del profesional
summary_physician,zip_code,ZIP code of the practitioner business practice location,Código postal de la dirección de práctica del profesional
summary_physician,country,Country of the practitioner business practice location,País de la dirección de práctica del profesional
summary_physician,province,"Province of the practitioner business practice location, when outside the United States","Provincia de la dirección de práctica del profesional, cuando está fuera de Estados Unidos"
summary_physician,primary_specialty,Primary specialty of the practitioner from the standardized provider taxonomy,Especialidad principal del profesional en la taxonomía estandarizada de prestadores
summary_physician,license_state_1,"Two-letter state abbreviation of the professional license, license 1 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 1 de 5"
summary_physician,license_state_2,"Two-letter state abbreviation of the professional license, license 2 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 2 de 5"
summary_physician,license_state_3,"Two-letter state abbreviation of the professional license, license 3 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 3 de 5"
summary_physician,license_state_4,"Two-letter state abbreviation of the professional license, license 4 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 4 de 5"
summary_physician,license_state_5,"Two-letter state abbreviation of the professional license, license 5 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 5 de 5"
summary_physician,general_payment_amount_total,"Total amount of general payments, in US dollars","Monto total de pagos generales, en dólares estadounidenses"
summary_physician,research_payment_amount_total,"Total amount of research payments, in US dollars","Monto total de pagos de investigación, en dólares estadounidenses"
summary_physician,ownership_amount_invested_total,"Total amount invested in ownership or investment interest, in US dollars","Monto total invertido en participación societaria, en dólares estadounidenses"
summary_physician,ownership_interest_value_total,"Total value of the ownership or investment interest held, in US dollars","Valor total de la participación societaria mantenida, en dólares estadounidenses"
summary_physician,general_transaction_count,Number of general payment transactions,Cantidad de transacciones de pago general
summary_physician,research_transaction_count,Number of research payment transactions,Cantidad de transacciones de pago de investigación
summary_physician,ownership_invested_transaction_count,Number of ownership investment records,Cantidad de registros de inversión en participación societaria
